aX,aY,aZ,gX,gY,gZ
0.258,-0.546,1.058,25.269,10.010,81.787
0.257,-0.480,1.037,27.405,9.277,93.079
0.237,-0.374,1.046,21.606,6.042,106.628
0.251,-0.285,1.047,16.602,3.235,116.211
0.283,-0.170,1.071,11.780,2.625,121.643
0.334,-0.056,1.099,7.690,3.845,124.023
0.351,-0.006,1.125,10.010,7.568,125.549
0.359,0.063,1.146,10.254,12.573,129.395
0.342,0.135,1.154,8.545,18.372,131.348
0.324,0.242,1.174,5.737,26.184,132.080
0.270,0.316,1.163,7.996,34.912,131.409
0.201,0.508,1.156,5.188,42.175,129.517
0.129,0.601,1.134,4.639,48.889,123.047
0.090,0.660,1.093,7.507,52.429,114.990
0.068,0.700,1.035,1.282,49.988,107.605
0.047,0.732,0.985,-6.897,45.654,100.403
0.025,0.729,0.932,-13.733,41.260,92.468
0.000,0.750,0.883,-19.531,37.476,83.862
-0.014,0.742,0.850,-24.475,37.354,74.524
-0.071,0.771,0.856,-30.212,40.710,63.171
-0.118,0.818,0.886,-40.222,47.119,51.453
-0.192,0.839,0.897,-48.645,54.565,41.260
-0.263,0.870,0.876,-53.833,59.937,32.837
-0.365,0.900,0.864,-60.974,62.683,26.123
-0.480,0.910,0.863,-70.068,63.904,18.311
-0.599,0.901,0.830,-75.562,63.965,9.277
-0.721,0.848,0.805,-75.684,60.730,-0.244
-0.895,0.748,0.777,-73.792,51.941,-10.803
-1.065,0.679,0.758,-75.134,40.100,-23.499
-1.189,0.596,0.673,-66.711,26.794,-38.513
-1.269,0.520,0.619,-54.626,11.292,-57.800
-1.289,0.510,0.608,-49.255,-4.211,-79.590
-1.214,0.501,0.609,-43.762,-17.517,-101.868
-1.105,0.452,0.643,-33.447,-29.114,-124.146
-0.986,0.331,0.682,-25.940,-40.466,-143.127
-0.860,0.182,0.732,-26.184,-51.575,-156.860
-0.782,-0.048,0.802,-30.762,-62.744,-161.377
-0.681,-0.174,0.808,-40.039,-76.538,-157.898
-0.592,-0.334,0.826,-42.419,-92.896,-151.794
-0.481,-0.451,0.857,-34.119,-105.896,-146.484
-0.368,-0.581,0.899,-20.142,-114.136,-143.860
-0.290,-0.727,0.944,-3.479,-115.112,-142.151
-0.179,-0.801,1.045,9.338,-108.398,-137.695
-0.094,-0.874,1.121,24.353,-101.440,-132.202
-0.085,-0.945,1.198,39.063,-92.102,-126.526
-0.058,-0.952,1.218,56.091,-80.872,-120.667
-0.048,-0.953,1.277,76.599,-70.496,-118.103
-0.056,-0.974,1.343,96.863,-59.204,-115.845
-0.078,-0.958,1.373,105.103,-49.927,-107.971
-0.113,-0.914,1.440,101.868,-46.570,-92.957
-0.136,-0.823,1.452,91.309,-46.570,-73.608
-0.131,-0.692,1.439,76.477,-50.415,-56.396
-0.113,-0.604,1.371,59.875,-55.847,-44.312
-0.009,-0.486,1.314,42.725,-57.800,-33.264
-0.034,-0.475,1.255,32.532,-56.641,-17.334
0.004,-0.414,1.186,17.151,-59.570,2.075
0.053,-0.434,1.082,5.920,-62.927,15.503
0.065,-0.498,1.014,2.991,-59.814,28.137
0.082,-0.541,0.966,0.061,-56.396,40.039
0.141,-0.613,0.942,6.165,-52.979,50.903
0.169,-0.579,0.975,18.372,-48.401,65.552
0.135,-0.504,0.988,36.316,-44.495,76.965
0.148,-0.396,0.998,53.040,-38.269,85.266
0.145,-0.284,1.049,59.998,-30.273,96.069
0.086,-0.164,1.101,57.800,-23.682,107.788
0.215,-0.073,1.122,44.922,-17.395,120.178
0.286,0.014,1.229,26.794,-10.742,124.695
0.373,0.054,1.203,15.747,-6.958,122.742
0.448,0.032,1.203,4.272,-1.160,127.319
0.529,-0.016,1.232,0.061,8.179,138.489
0.562,0.018,1.223,0.732,19.531,150.635
0.506,0.090,1.192,9.949,30.029,157.471
0.365,0.132,1.198,18.860,42.847,159.485
0.211,0.258,1.150,18.677,55.847,159.424
0.072,0.399,1.146,13.611,65.857,158.142
-0.034,0.516,1.143,10.315,70.068,153.259
-0.097,0.634,1.140,0.305,68.298,144.714
-0.120,0.721,1.133,-12.451,62.988,133.667
-0.093,0.795,1.106,-29.419,57.678,122.986
-0.078,0.836,1.088,-44.800,53.345,109.436
-0.055,0.843,1.077,-48.767,48.950,92.529
-0.015,0.804,1.082,-48.828,52.002,78.735
0.012,0.747,1.065,-49.133,62.683,69.702
-0.016,0.620,1.062,-47.485,78.613,65.918
-0.177,0.563,0.987,-50.903,91.370,65.063
-0.349,0.542,0.880,-50.110,97.900,62.073
-0.570,0.513,0.761,-44.128,98.267,52.795
-0.727,0.533,0.658,-44.739,95.093,39.490
-1.010,0.790,0.892,-45.898,26.428,-93.140
-0.984,0.741,0.924,-45.288,17.090,-112.122
-0.956,0.671,0.915,-51.636,8.728,-125.549
-0.920,0.577,0.877,-58.411,0.549,-135.010
-0.918,0.406,0.848,-62.683,-7.935,-142.761
-0.934,0.221,0.777,-61.157,-17.273,-152.466
-0.928,0.034,0.724,-52.490,-28.137,-159.302
-0.934,-0.178,0.694,-41.016,-41.199,-166.748
-0.877,-0.318,0.679,-32.593,-57.068,-171.997
-0.766,-0.392,0.732,-14.587,-75.439,-173.035
-0.631,-0.460,0.812,4.028,-92.224,-171.265
-0.503,-0.457,0.913,8.057,-104.431,-167.725
-0.389,-0.503,1.003,5.188,-109.924,-163.147
-0.310,-0.577,1.079,1.404,-110.535,-158.142
-0.253,-0.713,1.130,-2.625,-110.229,-149.780
-0.197,-0.834,1.147,-1.587,-110.596,-135.498
-0.174,-0.887,1.179,-2.319,-111.694,-115.173
-0.159,-0.925,1.197,0.854,-110.291,-96.436
-0.126,-0.964,1.222,9.338,-105.103,-85.205
-0.088,-0.974,1.234,18.982,-98.511,-77.148
-0.023,-0.947,1.239,30.334,-91.858,-67.566
0.004,-0.917,1.260,41.138,-83.923,-55.786
0.048,-0.831,1.323,44.617,-72.632,-42.847
0.077,-0.736,1.360,43.823,-58.044,-29.907
0.098,-0.651,1.351,42.053,-43.518,-16.174
0.081,-0.615,1.351,34.729,-30.334,-1.953
0.047,-0.613,1.333,20.203,-21.423,14.099
0.024,-0.624,1.295,2.136,-19.653,32.043
-0.036,-0.603,1.243,-10.559,-21.301,52.612
-0.038,-0.553,1.200,-20.020,-22.278,73.608
-0.031,-0.497,1.151,-21.606,-22.339,79.651
0.020,-0.482,1.135,-20.813,-18.433,87.158
0.078,-0.472,1.105,-20.325,-14.465,99.670
0.148,-0.443,1.069,-18.250,-9.338,112.366
0.172,-0.392,1.052,-14.038,-0.854,125.366
0.200,-0.332,1.026,-3.174,10.986,134.827
0.185,-0.267,1.033,5.676,23.804,142.212
0.161,-0.181,1.042,4.944,36.011,149.902
0.135,-0.088,1.052,3.479,42.419,158.020
0.094,0.007,1.033,0.000,44.495,164.551
0.078,0.123,1.038,-6.836,44.739,168.274
0.062,0.174,1.043,-11.780,44.922,167.114
0.060,0.231,1.057,-13.916,44.800,164.001
0.045,0.269,1.045,-10.864,43.640,161.987
0.040,0.303,1.043,-5.127,42.053,160.645
0.037,0.357,1.049,0.122,42.969,160.767
0.050,0.387,1.022,9.827,45.532,158.020
0.073,0.447,1.002,20.996,49.500,154.236
0.019,0.475,1.021,29.297,53.833,150.085
-0.056,0.576,1.008,28.381,58.228,146.057
-0.107,0.671,1.002,22.766,63.049,143.799
-0.191,0.744,0.979,16.113,64.453,137.512
-0.301,0.786,0.955,4.639,61.768,129.822
-0.416,0.807,0.933,-8.972,56.091,120.972
-0.496,0.816,0.910,-23.315,51.147,107.361
-0.532,0.740,0.875,-33.142,47.180,89.600
-0.521,0.667,0.838,-37.659,45.288,72.266
-0.518,0.658,0.828,-33.142,46.997,55.603
-0.544,0.679,0.843,-19.165,53.467,39.185
-0.557,0.729,0.881,-6.897,62.439,23.193
-0.551,0.792,0.927,-2.930,68.848,9.033
-0.559,0.867,0.971,-8.545,71.533,-1.831
-0.615,0.912,1.029,-19.531,73.669,-10.742
-0.698,0.851,1.085,-28.442,75.195,-19.775
-0.824,0.680,1.022,-38.452,71.655,-28.442
-0.922,0.586,0.955,-51.086,62.561,-36.987
-0.989,0.488,0.849,-53.528,48.645,-51.208
-0.993,0.424,0.718,-52.612,32.837,-71.045
-0.958,0.383,0.649,-45.105,20.081,-90.881
-0.880,0.358,0.668,-34.302,8.667,-109.680
-0.772,0.347,0.724,-25.330,-2.380,-127.319
-0.665,0.288,0.765,-20.569,-11.841,-143.921
-0.571,0.210,0.790,-20.081,-20.325,-155.334
-0.507,0.158,0.803,-25.452,-26.794,-159.607
-0.495,0.037,0.785,-28.625,-30.579,-161.560
-0.497,-0.031,0.766,-32.166,-32.471,-164.307
-0.534,-0.205,0.723,-27.893,-35.156,-167.419
-0.569,-0.366,0.666,-15.991,-42.358,-165.283
-0.598,-0.466,0.639,-8.057,-54.260,-155.457
-0.565,-0.399,0.671,-4.944,-69.031,-146.545
-0.526,-0.356,0.727,7.141,-80.444,-149.841
-0.477,-0.378,0.818,21.118,-85.510,-161.377
-0.380,-0.450,0.878,32.471,-89.233,-170.044
-0.303,-0.545,0.925,40.405,-94.971,-168.274
-0.245,-0.647,0.995,39.429,-98.267,-157.043
-0.200,-0.704,1.050,34.302,-99.243,-142.151
-0.190,-0.763,1.111,35.400,-98.694,-130.737
-0.169,-0.831,1.165,46.448,-94.604,-125.916
-0.193,-0.926,1.245,61.462,-88.135,-123.413
-0.141,-0.916,1.252,67.749,-83.557,-115.723
-0.099,-0.870,1.302,70.190,-83.496,-105.042
-0.105,-0.810,1.316,69.275,-81.299,-89.417
0.073,-0.751,1.412,57.068,-73.486,-70.129
0.180,-0.672,1.471,39.124,-68.787,-60.120
0.215,-0.644,1.465,28.198,-67.017,-50.598
0.152,-0.618,1.431,14.771,-65.613,-31.677
0.264,-0.631,1.406,-0.488,-59.814,-3.235
0.207,-0.649,1.302,-0.427,-59.204,10.010
0.169,-0.694,1.209,-0.549,-52.795,23.560
0.138,-0.692,1.137,0.732,-41.992,37.598
0.179,-0.713,1.075,7.568,-32.288,50.110
0.164,-0.663,1.063,11.475,-25.574,65.430
0.164,-0.589,1.021,14.709,-21.484,80.750
0.173,-0.513,0.992,17.822,-16.663,92.529
0.201,-0.400,0.973,14.526,-12.390,103.333
0.188,-0.345,0.988,5.310,-8.423,114.624
0.203,-0.219,0.992,-3.418,-6.470,125.061
0.222,-0.130,0.991,-6.226,-7.019,134.705
0.213,-0.074,1.001,-12.085,-6.775,141.846
0.224,0.000,1.014,-21.606,-5.615,147.888
0.268,0.052,1.062,-26.184,-3.235,153.442
0.270,0.054,1.111,-18.127,2.075,158.020
0.204,0.080,1.151,-11.047,14.587,162.964
0.075,0.184,1.151,-1.953,30.273,165.710
-0.069,0.311,1.142,11.902,44.617,163.940
-0.209,0.449,1.124,20.691,55.115,158.508
-0.315,0.589,1.105,19.836,60.791,149.841
-0.366,0.719,1.089,12.207,60.303,139.160
-0.372,0.804,1.081,3.723,53.284,127.380
-1.062,0.785,0.899,-27.466,50.232,0.366
-1.109,0.699,0.900,-36.255,41.077,-14.343
-1.101,0.655,0.849,-47.974,26.794,-30.762
-1.025,0.525,0.770,-46.448,9.583,-50.720
-0.927,0.403,0.689,-36.865,-5.005,-71.167
-0.844,0.324,0.659,-26.855,-15.320,-89.111
-0.767,0.247,0.667,-14.465,-22.583,-107.178
-0.665,0.169,0.683,-1.404,-28.076,-123.169
-0.557,0.130,0.724,4.456,-33.142,-132.690
-0.493,0.104,0.761,3.845,-36.987,-138.184
-0.445,0.042,0.791,4.456,-39.185,-144.653
-0.422,-0.065,0.810,6.104,-39.734,-151.550
-0.397,-0.136,0.860,4.456,-41.321,-155.579
-0.358,-0.214,0.871,8.057,-45.715,-158.508
-0.342,-0.296,0.918,11.597,-50.659,-161.133
-0.324,-0.368,0.957,12.146,-55.786,-160.339
-0.282,-0.382,0.985,11.353,-63.293,-156.982
-0.257,-0.447,1.020,12.024,-68.542,-154.846
-0.229,-0.532,1.032,20.142,-71.045,-154.419
-0.155,-0.591,1.053,28.564,-72.144,-148.865
-0.112,-0.620,1.091,32.898,-71.777,-136.841
-0.068,-0.640,1.134,36.133,-68.481,-123.962
-0.024,-0.632,1.180,37.109,-62.256,-112.732
0.032,-0.685,1.228,41.931,-51.147,-99.304
0.045,-0.730,1.291,43.457,-34.363,-87.891
0.091,-0.744,1.272,42.725,-19.104,-73.059
0.154,-0.727,1.393,41.870,-2.014,-56.946
0.166,-0.758,1.398,48.706,5.737,-51.514
0.104,-0.746,1.392,51.270,2.869,-40.161
0.115,-0.696,1.356,43.823,2.136,-21.790
0.147,-0.625,1.332,34.546,-0.305,-6.287
0.182,-0.587,1.277,28.259,-6.470,4.883
0.193,-0.559,1.220,21.057,-13.611,15.259
0.223,-0.541,1.169,12.634,-19.470,26.428
0.222,-0.518,1.116,5.249,-24.231,35.339
0.210,-0.466,1.055,-1.770,-26.855,42.847
0.229,-0.485,1.029,-5.066,-25.391,54.932
0.218,-0.440,1.005,-3.784,-24.109,58.105
0.235,-0.464,0.976,2.014,-17.334,64.270
0.238,-0.437,0.966,6.653,-10.071,74.951
0.239,-0.367,0.942,13.062,-3.967,85.266
0.257,-0.309,0.914,20.203,3.845,94.666
0.261,-0.236,0.895,18.372,10.681,103.271
0.252,-0.196,0.890,11.047,13.794,113.098
0.237,-0.126,0.887,4.822,13.306,122.253
0.232,-0.028,0.901,-1.648,10.315,128.601
0.224,0.041,0.927,-6.897,5.188,131.104
0.203,0.115,0.959,-16.663,-0.244,132.019
0.203,0.160,0.977,-26.001,-4.333,134.277
0.221,0.133,1.000,-32.593,-6.287,136.780
0.225,0.118,0.988,-33.203,-5.005,139.221
0.193,0.136,1.002,-27.161,-0.549,142.578
0.113,0.218,1.061,-17.273,7.080,139.343
0.016,0.292,1.092,-10.254,16.235,130.737
-0.097,0.394,1.126,-6.897,26.123,123.352
-0.216,0.525,1.198,-4.211,34.363,122.925
-0.315,0.696,1.235,-4.822,39.856,124.146
-0.372,0.822,1.232,-5.981,42.480,119.568
-0.387,0.919,1.215,-11.047,43.274,109.863
-0.370,0.964,1.167,-18.433,42.297,96.741
-0.307,0.906,1.101,-26.978,40.344,83.557
-0.222,0.783,1.020,-36.499,38.635,72.144
-0.126,0.656,0.937,-41.748,38.391,65.247
-0.091,0.579,0.843,-38.269,40.527,59.998
-0.075,0.529,0.782,-28.503,45.654,51.575
-0.141,0.462,0.746,-19.958,53.040,41.565
-0.272,0.515,0.744,-17.517,61.096,32.837
-0.420,0.563,0.784,-11.902,68.848,24.475
-0.552,0.650,0.764,-8.728,70.862,15.442
-0.689,0.734,0.762,-12.146,67.749,4.150
-0.801,0.783,0.747,-17.212,62.439,-7.446
-0.878,0.819,0.734,-19.897,52.490,-20.325
-0.906,0.803,0.737,-18.982,37.842,-36.865
-0.891,0.776,0.763,-17.395,22.156,-54.199
-0.865,0.726,0.783,-16.418,9.583,-70.801
-0.813,0.633,0.780,-13.062,1.465,-86.060
-0.757,0.521,0.768,-9.155,-3.845,-97.595
-0.711,0.425,0.749,-8.972,-7.812,-108.459
-0.672,0.292,0.707,-6.409,-10.376,-118.835
-0.654,0.151,0.683,-1.587,-13.428,-126.770
-0.618,0.040,0.668,5.249,-18.921,-130.188
-0.580,-0.035,0.665,12.085,-26.611,-131.836
-0.536,-0.091,0.676,19.470,-33.630,-133.606
-0.508,-0.148,0.728,26.428,-39.246,-136.414
-0.468,-0.189,0.791,29.846,-43.213,-139.465
-0.434,-0.241,0.851,31.006,-46.814,-141.968
-0.402,-0.278,0.901,31.250,-49.316,-142.700
-0.361,-0.338,0.964,30.640,-50.903,-142.029
-0.319,-0.411,1.009,25.757,-53.467,-140.686
-0.291,-0.471,1.058,18.799,-57.861,-137.573
-0.241,-0.492,1.091,12.329,-62.683,-132.202
-0.197,-0.554,1.110,11.047,-66.956,-126.160
-0.165,-0.631,1.122,11.047,-68.665,-117.310
-0.116,-0.682,1.119,12.573,-66.223,-106.506
-0.075,-0.717,1.108,20.325,-59.082,-97.107
-0.052,-0.748,1.120,30.457,-48.584,-90.393
-0.030,-0.725,1.133,37.109,-37.415,-83.801
-0.017,-0.685,1.141,42.297,-27.283,-75.378
-0.052,-0.645,1.159,46.753,-19.226,-65.369
-0.125,-0.607,1.211,48.035,-13.184,-54.810
-0.143,-0.529,1.210,43.762,-12.390,-45.959
-0.164,-0.473,1.199,36.316,-14.648,-38.208
-0.146,-0.447,1.178,26.489,-18.127,-27.527
-0.140,-0.421,1.180,10.864,-25.146,-16.785
-0.118,-0.412,1.152,-3.540,-34.485,-6.531
-0.079,-0.414,1.102,-13.794,-42.480,1.160
-0.022,-0.446,1.074,-19.348,-47.119,7.935
0.055,-0.448,1.062,-22.766,-47.546,15.015
0.165,-0.470,1.045,-21.118,-44.800,23.010
0.177,-0.496,1.060,-18.066,-39.490,35.156
0.215,-0.461,1.034,-15.808,-33.142,44.739
0.236,-0.432,1.019,-11.780,-25.696,48.584
0.211,-0.399,1.016,-7.324,-17.090,55.786
0.199,-0.350,1.023,-4.883,-10.620,65.247
0.211,-0.307,1.023,-3.601,-6.409,78.064
0.195,-0.249,1.010,-7.996,-3.418,91.980
0.209,-0.172,1.016,-11.047,-0.793,102.417
0.235,-0.147,1.000,-7.507,-1.038,108.154
0.254,-0.112,0.981,-6.470,-3.174,114.258
-0.864,0.846,0.908,-50.415,76.843,52.917
-0.833,0.793,0.916,-70.862,56.580,32.104
-0.777,0.710,0.879,-84.106,41.321,11.658
-0.725,0.600,0.854,-93.689,33.936,-6.836
-0.720,0.510,0.843,-91.187,33.569,-23.254
-0.754,0.510,0.832,-79.041,40.161,-37.598
-0.842,0.534,0.813,-60.730,50.720,-54.321
-0.960,0.550,0.822,-42.847,61.829,-73.792
-1.045,0.565,0.843,-30.457,70.435,-92.957
-1.112,0.555,0.821,-23.315,72.693,-108.215
-1.141,0.553,0.791,-23.499,66.406,-122.437
-1.109,0.536,0.761,-23.804,52.002,-135.376
-1.050,0.496,0.715,-24.048,32.410,-148.804
-0.940,0.405,0.664,-28.870,12.939,-160.583
-0.843,0.272,0.629,-37.903,-4.639,-168.396
-0.779,0.121,0.610,-44.006,-21.301,-173.950
-0.735,-0.032,0.623,-44.312,-35.278,-177.429
-0.669,-0.165,0.626,-38.879,-46.448,-179.016
-0.571,-0.282,0.663,-28.442,-56.274,-178.223
-0.499,-0.344,0.717,-18.799,-67.078,-174.438
-0.418,-0.409,0.775,-13.489,-76.599,-168.701
-0.345,-0.448,0.843,-10.559,-84.900,-163.635
-0.276,-0.531,0.912,-3.113,-93.262,-158.264
-0.247,-0.577,0.992,7.507,-99.854,-150.330
-0.180,-0.601,1.098,10.376,-101.440,-136.902
-0.107,-0.626,1.195,11.841,-100.830,-126.282
-0.024,-0.639,1.309,14.587,-97.900,-119.751
0.060,-0.704,1.410,19.470,-92.224,-114.075
0.159,-0.734,1.477,19.287,-85.266,-101.135
0.242,-0.732,1.525,11.963,-78.613,-81.238
0.307,-0.704,1.549,6.470,-70.313,-59.570
0.349,-0.690,1.523,3.601,-58.594,-39.429
0.347,-0.707,1.438,1.892,-44.495,-21.484
0.334,-0.708,1.344,2.869,-28.442,-0.732
0.304,-0.694,1.260,4.333,-12.817,20.203
0.265,-0.679,1.209,8.972,-0.122,36.926
0.219,-0.639,1.197,16.724,10.742,50.659
0.188,-0.580,1.166,27.649,19.043,63.232
0.115,-0.524,1.138,37.292,26.001,74.585
0.047,-0.463,1.105,42.297,28.625,85.266
0.005,-0.388,1.088,43.762,28.748,96.497
-0.026,-0.314,1.059,43.152,27.466,109.009
-0.026,-0.243,1.029,39.917,23.865,118.469
-0.009,-0.186,1.008,31.250,19.165,125.610
0.001,-0.142,0.981,18.005,15.076,132.141
0.021,-0.148,0.944,9.644,9.399,137.817
0.058,-0.136,0.908,5.615,4.150,143.372
0.096,-0.135,0.883,5.188,1.709,148.132
0.129,-0.118,0.867,10.986,2.625,151.489
